,GPT-weighted_15,GPT-weighted_30,GPT-weighted_45,GPT-equal_15,GPT-equal_30,GPT-equal_45,MVO_GMV_weighted_15,MVO_GMV_weighted_30,MVO_GMV_weighted_45,MVO_Maxret_weighted_15,MVO_Maxret_weighted_30,MVO_Maxret_weighted_45,MVO_MaxSharpe_weighted_15,MVO_MaxSharpe_weighted_30,MVO_MaxSharpe_weighted_45,epo_GMV_weighted_15,epo_GMV_weighted_30,epo_GMV_weighted_45,epo_Maxret_weighted_15,epo_Maxret_weighted_30,epo_Maxret_weighted_45,epo_MaxSharpe_weighted_15,epo_MaxSharpe_weighted_30,epo_MaxSharpe_weighted_45,SnP500
2023-05-05,-0.003398174002702814,-0.008656261378509389,-0.011103072557647087,-0.005765760920609431,-0.010711587345096918,-0.011976390907891266,-0.008742698867325038,-0.009080876822086692,-0.008425623745485944,0.005056520494028716,-0.005601807783334856,-0.002196521328694634,0.004517853468637645,-0.0016886516217492487,-0.002609346191277395,-0.0052374901483489555,-0.008670477814608613,-0.010195516710203911,0.005056520494028716,-0.0066291198190914224,-0.007023578897598415,0.004447113775767786,-0.00372219926578532,-0.007009534280071006,0.0
2023-05-12,0.0036725267794670557,0.00014548542903281003,-0.0022397044563096102,0.00012995326238418592,-0.0068222549004850475,-0.005485370729439554,-0.001415311073853065,-0.004172310856615069,-0.005090923896005295,-0.0032764794599495772,-0.0009677210478660214,-0.0003411206264327671,-0.0004296712177636053,-0.0036407619166808347,-0.00043736935201121874,-0.0016626213811232748,-0.006955659697508221,-0.004426725697591505,-0.0032764794599495772,0.00036346777523021956,6.70299478389147e-05,-0.0022382795897525343,-0.00047530244210103323,-1.6455680867166755e-05,-0.0029422597461469246
2023-05-19,0.01877860816017285,0.024099951899169803,0.01390571613829561,0.016713342255641805,0.013807567534283915,0.009778139460001611,-0.0009892291124824482,-0.002767111809854228,-0.00487422362705503,0.028648814639194775,0.016079616387011164,0.013200690422055406,0.018592289054980338,0.011578963549259358,0.009422282212255828,0.016345331022621368,0.011455331641943456,0.011732793550566223,0.028648814639194775,0.012074302333490605,0.011830274046257028,0.028311846982114197,0.01635226520259292,0.011794943913816525,0.016464254102122267
2023-05-26,0.019255317121679383,0.021599162040355058,0.007746003178085603,0.015887516083052722,0.0056785794101972265,0.0003747400078228935,-0.0014711849483897144,-0.00988490375468376,-0.011727347931975607,0.03929090813369629,0.019714565716667742,0.012723701486467842,0.0219693088502233,0.013963032630106564,0.009416645574444438,0.017006402185365976,0.006425385487923485,0.003773010100294849,0.03929090813369629,0.009204044488504648,0.0082313284290092,0.041014925793766865,0.013993148611200601,0.008243372075823041,0.0032133299554173433
2023-06-02,0.02152424067374925,0.02122471432153361,0.014646216168879622,0.020957790456758163,0.02371783773634717,0.015856120222498493,0.01670055363759837,0.01725584642752409,0.014210644755351387,0.026943871205584058,0.025434196989275293,0.014289778554072097,0.026142896159010665,0.024385694760802545,0.013336047562388043,0.023977977665762706,0.026248511950558218,0.0169935299582884,0.026943871205584058,0.019859831571461095,0.011637684668512893,0.026696174131469075,0.02246222877629367,0.011662054053067417,0.018290532119661584
2023-06-09,0.008250497206118146,0.005824451389468299,0.005379785188687647,0.008094622544786878,0.009654989400913916,0.006365209867874144,0.0071631928191551175,0.007070865487994071,0.008323206067110123,0.01370561616774535,0.009018361717979095,0.00882916354924479,0.01479904980944613,0.009312931614251507,0.010060001554548892,0.014430208668496869,0.016368627563998484,0.012846281164982543,0.01370561616774535,0.001589675792491363,0.008122914435952477,0.013636233224451955,0.007608772194017233,0.00815115161332769,0.003850612077542559
2023-06-16,0.030259403523907658,0.03153704927181411,0.020638122844445217,0.030167280950991415,0.027476642946025587,0.023444313506733483,0.02620865440207787,0.024087992004812042,0.022404301316383712,0.040819818405914976,0.025877824054283627,0.02639355912159158,0.03533593098625332,0.02584212601229985,0.02309758050278088,0.0302559377208913,0.026752956761446622,0.023356611005164618,0.040819818405914976,0.024269902776577812,0.027520817690076083,0.04087438180462222,0.024735786583870434,0.02751642734948545,0.025757987929439397
2023-06-23,-0.013534655182154576,-0.012363022454979222,-0.018771906294394736,-0.01500704750813453,-0.019169689021350744,-0.020223573220294,-0.01472585228391965,-0.012612274801467205,-0.01527571202350908,-0.011734127075918255,-0.012591008190797948,-0.015587697507322584,-0.01217062215150655,-0.008935201184863906,-0.014523309305251697,-0.015136168079549095,-0.018086410857037882,-0.01786904030718761,-0.011734127075918255,-0.010996995856632275,-0.01828368945036396,-0.012224185606179772,-0.011949372039003259,-0.018279144357030375,-0.013892395391790768
2023-06-30,0.010826280946284905,0.012117239241828726,0.015389548137012765,0.011263650375338496,0.017873556081069664,0.014724044857490348,0.003390645840271933,0.012949015576479095,0.007918578706247237,0.015871670632030543,0.01627723669364811,0.014597684326649984,0.015613094098655411,0.016892632011204167,0.01351744951027345,0.010426664636011607,0.017179144842260685,0.014363225037716143,0.015871670632030543,0.01686702900467152,0.013540498338841855,0.0151464255671796,0.016311325301089363,0.013558126604426235,0.02346873463007748
2023-07-07,-0.012489981631411795,-0.014503355021574071,-0.014907938218861827,-0.013492642388931997,-0.017268907236437037,-0.01493492820940634,-0.019517116221036246,-0.02221014528061982,-0.016973485809877453,-0.005947272975089013,-0.015856407155440566,-0.014099625822671658,-0.008148469111993517,-0.016699034797657886,-0.013062587559253602,-0.012758736737225829,-0.01664523202665935,-0.010421606461340271,-0.005947272975089013,-0.017423257489429855,-0.017439048977851646,-0.006320636809444169,-0.015133335941323933,-0.017451570403917316,-0.011556246624838229
